jellycatid,jellycatname,size,price,stock,datecreated,height,width
ce216d86-6f84-48ad-bb5d-bed5d9e08f7c,Storm Octopus,LARGE,53.0,In Stock,2024/01/06 07:47:13,19,7
ce216d86-6f84-48ad-bb5d-bed5d9e08f7c,Storm Octopus,LITTLE,30.0,Returning to stock 3-4 weeks,2024/01/06 07:47:13,9,4
ce216d86-6f84-48ad-bb5d-bed5d9e08f7c,Storm Octopus,TINY,18.0,More on the way,2024/01/06 07:47:13,6,3
2c609072-bfe3-4b6c-9deb-5d103d984569,Bashful Dragon,VERY BIG,275.0,In Stock,2024/01/06 07:47:18,43,18
2c609072-bfe3-4b6c-9deb-5d103d984569,Bashful Dragon,REALLY BIG,125.0,More on the way,2024/01/06 07:47:18,26,12
2c609072-bfe3-4b6c-9deb-5d103d984569,Bashful Dragon,HUGE,69.5,Out of stock,2024/01/06 07:47:18,20,8
2c609072-bfe3-4b6c-9deb-5d103d984569,Bashful Dragon,MEDIUM,28.0,More on the way,2024/01/06 07:47:18,12,5
2c609072-bfe3-4b6c-9deb-5d103d984569,Bashful Dragon,SMALL,18.0,More on the way,2024/01/06 07:47:18,7,4
6d7cc2f8-55ea-4688-b483-6e4d7ce849d5,Bashful Dino,VERY BIG,275.0,In Stock,2024/01/06 07:47:23,43,18
6d7cc2f8-55ea-4688-b483-6e4d7ce849d5,Bashful Dino,REALLY BIG,125.0,In Stock,2024/01/06 07:47:23,26,12
6d7cc2f8-55ea-4688-b483-6e4d7ce849d5,Bashful Dino,HUGE,80.0,In Stock,2024/01/06 07:47:23,20,8
6d7cc2f8-55ea-4688-b483-6e4d7ce849d5,Bashful Dino,MEDIUM,28.0,In Stock,2024/01/06 07:47:23,12,5
6d7cc2f8-55ea-4688-b483-6e4d7ce849d5,Bashful Dino,SMALL,18.0,More on the way,2024/01/06 07:47:23,7,4
28e34260-9045-4e72-980f-14242378d100,Bashful Turtle,MEDIUM,28.0,Returning to stock 2-3 months,2024/01/06 07:47:25,12,5
28e34260-9045-4e72-980f-14242378d100,Bashful Turtle,SMALL,18.0,In Stock,2024/01/06 07:47:25,7,4
d7946095-c9ff-487f-a799-0f4eafc7e460,Elly Ballerina Book,ONE SIZE,15.0,In Stock,2024/01/06 07:47:26,12,
48b70e89-1689-4b8a-bb05-116ec2db9d1b,Livi Leopard,LARGE,80.0,In Stock,2024/01/06 07:47:28,5,18
48b70e89-1689-4b8a-bb05-116ec2db9d1b,Livi Leopard,LITTLE,35.0,Out of stock,2024/01/06 07:47:28,3,11
13adcdd3-9ae6-4618-a70c-6d5ae5ac5f5c,If I Were A Lamb Book and Bashful Lamb,SMALL,31.5,In Stock,2024/01/06 07:47:30,,
d350da42-e92c-45c5-a20d-9c478ae80172,Smudge Puppy,MEDIUM,35.0,In Stock,2024/01/06 07:47:32,9,5
8d3c9eb8-107d-49c2-bfe0-f9c06d4cedd7,Bashful Navy Bunny,MEDIUM,28.0,In Stock,2024/01/06 07:47:34,12,5
8d3c9eb8-107d-49c2-bfe0-f9c06d4cedd7,Bashful Navy Bunny,SMALL,18.0,Out of stock,2024/01/06 07:47:34,7,4
31c70b4a-35df-4385-99d5-c3d3756ac9f9,Bashful Navy Bunny with Personalised Cream Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:47:36,12,5
b70e4a34-4951-4068-95fb-0623bb7f98c2,Bashful Navy Bunny with Personalised Red Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:47:38,12,5
4bebc1c2-5bb0-44b6-9324-da55fdce5bf2,Percy Penguin,LARGE,40.0,More on the way,2024/01/06 07:47:40,14,6
4bebc1c2-5bb0-44b6-9324-da55fdce5bf2,Percy Penguin,LITTLE,27.5,In Stock,2024/01/06 07:47:40,9,4
4bebc1c2-5bb0-44b6-9324-da55fdce5bf2,Percy Penguin,TINY,18.0,More on the way,2024/01/06 07:47:40,6,3
faabe011-057f-40a8-99ed-41a7c4b27c6c,Personalised Bashful Navy Bunny Medium,MEDIUM,34.0,In Stock,2024/01/06 07:47:41,12,5
2c5a2dba-922a-4576-b8e5-ce10dfdeba09,Sacha Snow Tiger,REALLY BIG,200.0,In Stock,2024/01/06 07:47:44,9,29
2c5a2dba-922a-4576-b8e5-ce10dfdeba09,Sacha Snow Tiger,LARGE,80.0,More on the way,2024/01/06 07:47:44,5,18
b1fdc4b3-1357-4751-8cd8-887e55c8c069,Bashful Giraffe,MEDIUM,28.0,In Stock,2024/01/06 07:47:45,12,5
b1fdc4b3-1357-4751-8cd8-887e55c8c069,Bashful Giraffe,SMALL,18.0,Returning to stock 3-4 weeks,2024/01/06 07:47:45,7,4
56ebc44f-02af-4111-89c5-592726b2892f,Bashful Lamb,MEDIUM,28.0,More on the way,2024/01/06 07:47:47,12,5
56ebc44f-02af-4111-89c5-592726b2892f,Bashful Lamb,SMALL,18.0,In Stock,2024/01/06 07:47:47,7,4
0327cdf7-23ef-4eaa-ac6b-0af71dedd345,My Friend Bunny Book,ONE SIZE,15.0,In Stock,2024/01/06 07:47:49,9,9
a3368f6d-f62c-49fc-abcb-bc1f6086b8ba,Bashful Beige Bunny Blanket,ONE SIZE,45.0,In Stock,2024/01/06 07:47:50,40,30
ed5d3bc5-b53b-4759-b2df-c2863f41b545,Bashful Blue Bunny Blanket,ONE SIZE,45.0,In Stock,2024/01/06 07:47:52,40,30
ac3f0c8a-d6d4-4bab-8b40-c4422667e723,Bashful Pink Bunny Blanket,ONE SIZE,45.0,In Stock,2024/01/06 07:47:54,40,30
7bf20166-51a1-450c-8d6a-4bd51ff14d92,Harry Panda Cub,HUGE,120.0,Out of stock,2024/01/06 07:47:59,20,10
7bf20166-51a1-450c-8d6a-4bd51ff14d92,Harry Panda Cub,LARGE,65.0,More on the way,2024/01/06 07:47:59,15,8
7bf20166-51a1-450c-8d6a-4bd51ff14d92,Harry Panda Cub,MEDIUM,35.0,In Stock,2024/01/06 07:47:59,11,6
7bf20166-51a1-450c-8d6a-4bd51ff14d92,Harry Panda Cub,TINY,13.0,Out of stock,2024/01/06 07:47:59,5,3
37f58c24-03a1-4d68-8503-f6ae66c13e74,Bashful Giraffe with Personalised Cream Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:48:01,12,5
c7c6437c-3358-4ad8-8d7a-0e134b61d7f8,Bashful Giraffe with Personalised Navy Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:48:02,12,5
00c36203-12f8-44d1-92bb-69fe40a8533c,Bashful Giraffe with Personalised Red Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:48:04,12,5
b968569a-112f-409d-baea-afa70b353e10,Bashful Lamb with Personalied Red Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:48:06,12,5
8432b369-b5b5-49c5-9e68-8a4cf983dd6e,Larry Lobster,MEDIUM,33.0,In Stock,2024/01/06 07:48:08,11,4
8432b369-b5b5-49c5-9e68-8a4cf983dd6e,Larry Lobster,SMALL,25.0,Returning to stock 2-3 months,2024/01/06 07:48:08,8,3
70626059-80b1-4878-bc39-472f70351b28,Bashful Truffle Bunny,MEDIUM,28.0,In Stock,2024/01/06 07:48:10,12,5
70626059-80b1-4878-bc39-472f70351b28,Bashful Truffle Bunny,SMALL,18.0,Out of stock,2024/01/06 07:48:10,7,4
e358c387-08a9-4e25-8c52-36eb5665e10c,Colin Chameleon,ONE SIZE,29.0,In Stock,2024/01/06 07:48:11,11,4
3eec095e-3b3b-4387-8bc7-46b830ff03d7,Bashful Truffle Bunny with Personalised Cream Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:48:13,12,5
cf96e7ed-7d1d-4f60-807a-2a70d29b9562,Bashful Truffle Bunny with Personalised Navy Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:48:15,12,5
8f9de712-e09a-4b82-9f65-5c0d414f8b7a,Bashful Truffle Bunny with Personalised Red Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:48:17,12,5
172d7f1a-a0ee-4810-92f7-a29187612712,Bashful Fox Cub,HUGE,80.0,In Stock,2024/01/06 07:48:19,20,8
172d7f1a-a0ee-4810-92f7-a29187612712,Bashful Fox Cub,MEDIUM,28.0,More on the way,2024/01/06 07:48:19,12,5
172d7f1a-a0ee-4810-92f7-a29187612712,Bashful Fox Cub,SMALL,16.5,Out of stock,2024/01/06 07:48:19,7,4
6fb90c75-bd01-4b33-9e11-7f939cb5f28c,Bashful Toffee Puppy,VERY BIG,275.0,In Stock,2024/01/06 07:48:23,43,18
6fb90c75-bd01-4b33-9e11-7f939cb5f28c,Bashful Toffee Puppy,REALLY BIG,125.0,In Stock,2024/01/06 07:48:23,26,12
6fb90c75-bd01-4b33-9e11-7f939cb5f28c,Bashful Toffee Puppy,MEDIUM,28.0,Returning to stock 2-3 months,2024/01/06 07:48:23,12,5
6fb90c75-bd01-4b33-9e11-7f939cb5f28c,Bashful Toffee Puppy,SMALL,18.0,Returning to stock 2-3 months,2024/01/06 07:48:23,7,4
bf2c588f-83ed-4281-ae65-b28ad08b8d7d,If I Were A Bunny Book,ONE SIZE,13.5,In Stock,2024/01/06 07:48:25,6,6
1e89fef9-8866-496e-8ab7-71229032ef98,The Very Brave Lion Book,ONE SIZE,15.0,In Stock,2024/01/06 07:48:27,9,9
2bf096d4-47cc-4d02-b034-0d63b3f73074,If I Were A Bunny Book and Bashful Bunny,SMALL,31.5,In Stock,2024/01/06 07:48:28,,
746e1579-dd6e-4a40-be8f-2fdf7b2c6ea8,The Very Brave Lion Book and Fuddlewuddle Lion,MEDIUM,45.0,In Stock,2024/01/06 07:48:29,,
14cab6dc-51d1-4ab9-8e6e-a8586299cf62,Bashful Twinkle Bunny,MEDIUM,28.0,More on the way,2024/01/06 07:48:31,12,5
14cab6dc-51d1-4ab9-8e6e-a8586299cf62,Bashful Twinkle Bunny,SMALL,18.0,In Stock,2024/01/06 07:48:31,7,4
826aad6f-2511-4cac-bebc-4ef5690b03c5,Blossom Tulip Bunny,HUGE,80.0,Out of stock,2024/01/06 07:48:36,20,8
826aad6f-2511-4cac-bebc-4ef5690b03c5,Blossom Tulip Bunny,LARGE,43.0,In Stock,2024/01/06 07:48:36,14,6
826aad6f-2511-4cac-bebc-4ef5690b03c5,Blossom Tulip Bunny,MEDIUM,28.0,In Stock,2024/01/06 07:48:36,12,5
826aad6f-2511-4cac-bebc-4ef5690b03c5,Blossom Tulip Bunny,SMALL,18.0,In Stock,2024/01/06 07:48:36,7,4
826aad6f-2511-4cac-bebc-4ef5690b03c5,Blossom Tulip Bunny,TINY,10.0,Out of stock,2024/01/06 07:48:36,5,
7fa57511-bf52-495c-b2e8-b61f41d54727,Blossom Tulip Bunny with Personalised Cream Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:48:38,12,5
c6b11f13-0e30-4e99-b72d-0c986cdc155e,Blossom Tulip Bunny with Personalised Navy Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:48:40,12,5
b2bf4686-0690-4175-a7c2-a528959bcada,Blossom Tulip Bunny with Personalised Red Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:48:42,12,5
0aa0d821-f8cf-4cdc-b48f-7d9c42a8caa6,Personalised Bashful Silver Bunny Huge,HUGE,86.0,In Stock,2024/01/06 07:48:44,20,8
de600e31-4c60-414f-8690-88e9a5d6e732,If I Were An Elephant Book,ONE SIZE,13.5,In Stock,2024/01/06 07:48:45,6,6
34fd7798-fc0c-4ce6-83f9-a75f72f43792,The Magic Bunny Book,ONE SIZE,15.0,In Stock,2024/01/06 07:48:47,7,7
2aa44a78-1be2-4385-9b09-45c50c4609b4,When I am Big Book,ONE SIZE,15.0,In Stock,2024/01/06 07:48:49,8,8
39e1e6f7-b5d4-40a1-aa9b-f85942eca886,Bumbly Bear,HUGE,99.0,Out of stock,2024/01/06 07:48:54,23,9
39e1e6f7-b5d4-40a1-aa9b-f85942eca886,Bumbly Bear,LARGE,60.0,In Stock,2024/01/06 07:48:54,20,7
39e1e6f7-b5d4-40a1-aa9b-f85942eca886,Bumbly Bear,MEDIUM,43.0,In Stock,2024/01/06 07:48:54,15,6
39e1e6f7-b5d4-40a1-aa9b-f85942eca886,Bumbly Bear,SMALL,28.0,More on the way,2024/01/06 07:48:54,11,4
f9f61360-c37e-4580-ad00-7661602bdd04,The Magic Bunny Book and Bashful Cottontail Bunny,MEDIUM,43.0,In Stock,2024/01/06 07:48:55,,
c019c19a-4de4-41d9-ad64-32312b988da1,Bashful Unicorn,MEDIUM,28.0,In Stock,2024/01/06 07:48:57,12,5
c019c19a-4de4-41d9-ad64-32312b988da1,Bashful Unicorn,SMALL,18.0,In Stock,2024/01/06 07:48:57,7,4
cbd6dbd9-23f0-43a6-b6ba-8d232d0bb609,Fuddlewuddle Monkey,MEDIUM,30.0,In Stock,2024/01/06 07:48:59,9,5
cb5072e3-f3f6-49c1-9c25-c8daf2ebbe31,Bashful Beige Bunny Grabber,ONE SIZE,15.0,In Stock,2024/01/06 07:49:00,7,3
4ecddbbc-60a1-489c-9ab4-2296a8bc5cd6,If I Were A Rabbit Book,ONE SIZE,13.5,In Stock,2024/01/06 07:49:02,6,6
a0a6e472-e5c9-47cb-814f-3eaf20aabc90,If I Were A Rabbit Book and Bashful Tulip Bunny,SMALL,31.5,In Stock,2024/01/06 07:49:03,,
b5ba1364-a899-4784-a967-b51dda2f9c5d,Fuddlewuddle Lion,HUGE,69.0,Out of stock,2024/01/06 07:49:06,17,9
b5ba1364-a899-4784-a967-b51dda2f9c5d,Fuddlewuddle Lion,LARGE,50.0,More on the way,2024/01/06 07:49:06,12,6
b5ba1364-a899-4784-a967-b51dda2f9c5d,Fuddlewuddle Lion,MEDIUM,30.0,In Stock,2024/01/06 07:49:06,9,5
f49b62ad-a337-41c9-956c-8b3617db517e,Bartholomew Bear,REALLY BIG,140.0,In Stock,2024/01/06 07:49:10,22,13
f49b62ad-a337-41c9-956c-8b3617db517e,Bartholomew Bear,HUGE,55.0,In Stock,2024/01/06 07:49:10,19,7
f49b62ad-a337-41c9-956c-8b3617db517e,Bartholomew Bear,LARGE,40.0,In Stock,2024/01/06 07:49:10,14,7
f49b62ad-a337-41c9-956c-8b3617db517e,Bartholomew Bear,MEDIUM,28.0,More on the way,2024/01/06 07:49:10,11,5
f49b62ad-a337-41c9-956c-8b3617db517e,Bartholomew Bear,TINY,18.5,In Stock,2024/01/06 07:49:10,6,3
9ca3023a-b414-41ed-a1af-1905c43b140a,Bashful Silver Bunny,VERY BIG,275.0,In Stock,2024/01/06 07:49:16,43,18
9ca3023a-b414-41ed-a1af-1905c43b140a,Bashful Silver Bunny,REALLY BIG,125.0,In Stock,2024/01/06 07:49:16,26,11
9ca3023a-b414-41ed-a1af-1905c43b140a,Bashful Silver Bunny,HUGE,80.0,In Stock,2024/01/06 07:49:16,20,8
9ca3023a-b414-41ed-a1af-1905c43b140a,Bashful Silver Bunny,LARGE,37.5,Out of stock,2024/01/06 07:49:16,14,6
9ca3023a-b414-41ed-a1af-1905c43b140a,Bashful Silver Bunny,MEDIUM,28.0,In Stock,2024/01/06 07:49:16,12,5
9ca3023a-b414-41ed-a1af-1905c43b140a,Bashful Silver Bunny,SMALL,18.0,In Stock,2024/01/06 07:49:16,7,4
c32a8bf3-e476-4110-9588-bb3dcc2f599e,Bashful Silver Bunny with Personalised Cream Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:49:18,12,5
6e2c1350-7c48-472a-a5b6-9ca387652576,Bashful Silver Bunny with Personalised Navy Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:49:20,12,5
8816a919-bed8-4bcc-af75-d92a47851092,Bashful Silver Bunny with Personalised Red Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:49:22,12,5
3f76794d-dc00-4eaf-99f1-a013d619ac93,Personalised Bashful Silver Bunny Medium,MEDIUM,34.0,In Stock,2024/01/06 07:49:24,12,5
6b7123fc-2c09-42a1-9ab5-cf21149002c3,Bashful Cottontail Bunny,VERY BIG,275.0,In Stock,2024/01/06 07:49:29,43,18
6b7123fc-2c09-42a1-9ab5-cf21149002c3,Bashful Cottontail Bunny,REALLY BIG,125.0,In Stock,2024/01/06 07:49:29,26,12
6b7123fc-2c09-42a1-9ab5-cf21149002c3,Bashful Cottontail Bunny,MEDIUM,28.0,In Stock,2024/01/06 07:49:29,12,5
6b7123fc-2c09-42a1-9ab5-cf21149002c3,Bashful Cottontail Bunny,SMALL,17.5,Out of stock,2024/01/06 07:49:29,7,4
a7cd7fec-ec2f-4bbc-98ff-036ed5e6a987,Blossom Cream Bunny,LARGE,43.0,Out of stock,2024/01/06 07:49:30,14,6
a7cd7fec-ec2f-4bbc-98ff-036ed5e6a987,Blossom Cream Bunny,MEDIUM,28.0,Returning to stock 3-4 weeks,2024/01/06 07:49:30,12,5
a7cd7fec-ec2f-4bbc-98ff-036ed5e6a987,Blossom Cream Bunny,SMALL,18.0,In Stock,2024/01/06 07:49:30,7,4
ff1bf9f4-c0b3-4e57-8144-56c7e5df1b66,Bashful Cottontail Bunny with Personalised Cream Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:49:32,12,5
34b11235-59e1-43a7-8726-98eba2b4296f,Bashful Cottontail Bunny with Personalised Navy Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:49:34,12,5
39769ee2-f664-4469-8f6e-fe8367dad751,Bashful Cottontail Bunny with Personalised Red Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:49:36,12,5
f5b2f955-31e9-46b4-9e56-a8ddbb59dbd4,Personalised Bashful Cottontail Bunny Medium,MEDIUM,34.0,In Stock,2024/01/06 07:49:38,12,5
ad841331-9e15-40c0-a031-79b3947704f0,Bashful Monkey Soother,ONE SIZE,25.0,In Stock,2024/01/06 07:49:39,13,13
1712415f-0d73-4be1-98af-359787cb5eb9,Bashful Black & Cream Puppy,VERY BIG,275.0,In Stock,2024/01/06 07:49:41,43,18
1712415f-0d73-4be1-98af-359787cb5eb9,Bashful Black & Cream Puppy,MEDIUM,28.0,In Stock,2024/01/06 07:49:41,12,5
1712415f-0d73-4be1-98af-359787cb5eb9,Bashful Black & Cream Puppy,SMALL,18.0,In Stock,2024/01/06 07:49:41,7,4
9ba07564-3e9a-40ca-abb5-ff0a478e9201,Bashful Blue Bunny,HUGE,67.5,Out of stock,2024/01/06 07:49:44,20,8
9ba07564-3e9a-40ca-abb5-ff0a478e9201,Bashful Blue Bunny,MEDIUM,28.0,In Stock,2024/01/06 07:49:44,12,5
9ba07564-3e9a-40ca-abb5-ff0a478e9201,Bashful Blue Bunny,TINY,10.0,Out of stock,2024/01/06 07:49:44,5,2
482bb7a1-c12e-4052-b2e1-d9da1710d201,Bashful Pink Bunny,HUGE,67.5,Out of stock,2024/01/06 07:49:50,20,8
482bb7a1-c12e-4052-b2e1-d9da1710d201,Bashful Pink Bunny,LARGE,43.0,Out of stock,2024/01/06 07:49:50,14,6
482bb7a1-c12e-4052-b2e1-d9da1710d201,Bashful Pink Bunny,MEDIUM,28.0,In Stock,2024/01/06 07:49:50,12,5
482bb7a1-c12e-4052-b2e1-d9da1710d201,Bashful Pink Bunny,TINY,10.0,Out of stock,2024/01/06 07:49:50,5,2
24c8b167-8453-40bf-b08c-cce79522ef6a,Fuddlewuddle Puppy,MEDIUM,30.0,In Stock,2024/01/06 07:49:52,9,5
b88e45d5-7d02-47c0-9a8c-3071e23c6add,Bashful Black & Cream Puppy with Personalised Cream Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:49:53,12,5
57bf24b1-715a-4b53-b902-9ff9327590e4,Bashful Blue Bunny with Personalised Cream Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:49:55,12,5
277badec-3e34-4afb-8d35-3a5883d90c0e,Bashful Pink Bunny with Personalised Cream Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:49:57,12,5
66dfd7d2-4100-4daa-b9b8-73df806accd9,Bashful Black & Cream Puppy with Personalised Navy Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:49:59,12,5
cdd67b85-6620-4636-a89a-7d126369a3d4,Bashful Blue Bunny with Personalised Navy Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:50:00,12,5
59dcbc28-a233-4076-a0e0-8d1c42be9af1,Bashful Pink Bunny with Personalised Navy Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:50:02,12,5
69508085-e8ab-4c3d-84bd-ad228d796aae,Little Pup Bag Charm,ONE SIZE,25.0,More on the way,2024/01/06 07:50:03,7,2
2c7c919e-98c0-4544-b731-d4ffc427f33c,Bashful Black & Cream Puppy with Personalised Red Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:50:05,12,5
8607446c-f161-4844-a330-549e7d372402,Bashful Blue Bunny with Personalised Red Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:50:07,12,5
36f8f9d5-a918-4dd8-8f22-59a1850b39d6,Bashful Pink Bunny with Personalised Red Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:50:09,12,5
d3d5ad88-3a38-4a20-8648-6697b101f82e,Personalised Bashful Blue Bunny Medium,MEDIUM,34.0,In Stock,2024/01/06 07:50:10,12,5
239c2123-02ef-422a-80d4-4e49f1a0d2ff,Bashful Pink Bunny Rattle,SMALL,15.0,In Stock,2024/01/06 07:50:12,7,4
ec7cf4e8-26c3-4967-b917-0df1daa89187,Bashful Pink Bunny Soother,ONE SIZE,25.0,In Stock,2024/01/06 07:50:14,13,13
454f45dc-cacb-478d-9383-0ca45e57dacb,Personalised Bashful Cream Bunny Huge,HUGE,86.0,In Stock,2024/01/06 07:50:15,20,8
327cd081-dfe5-4af8-adda-ca9803064515,Edward Bear,MEDIUM,30.0,In Stock,2024/01/06 07:50:17,13,6
327cd081-dfe5-4af8-adda-ca9803064515,Edward Bear,SMALL,23.0,Out of stock,2024/01/06 07:50:17,10,5
432fcf00-406c-4353-9522-e44284c68453,Personalised Bashful Beige Bunny Huge,HUGE,86.0,In Stock,2024/01/06 07:50:19,20,8
ec1eb667-acbb-4102-9386-1849e9fe3198,Bashful Beige Bunny,VERY BIG,275.0,In Stock,2024/01/06 07:50:25,43,18
ec1eb667-acbb-4102-9386-1849e9fe3198,Bashful Beige Bunny,REALLY BIG,125.0,In Stock,2024/01/06 07:50:25,26,12
ec1eb667-acbb-4102-9386-1849e9fe3198,Bashful Beige Bunny,HUGE,80.0,In Stock,2024/01/06 07:50:25,20,8
ec1eb667-acbb-4102-9386-1849e9fe3198,Bashful Beige Bunny,LARGE,43.0,In Stock,2024/01/06 07:50:25,14,6
ec1eb667-acbb-4102-9386-1849e9fe3198,Bashful Beige Bunny,MEDIUM,28.0,Out of stock,2024/01/06 07:50:25,12,5
ec1eb667-acbb-4102-9386-1849e9fe3198,Bashful Beige Bunny,SMALL,18.0,In Stock,2024/01/06 07:50:25,7,4
ec1eb667-acbb-4102-9386-1849e9fe3198,Bashful Beige Bunny,TINY,14.0,In Stock,2024/01/06 07:50:25,5,2
7dfc04fd-c285-4c9c-90e8-4823addbdebc,Bashful Cream Bunny,VERY BIG,275.0,Returning to stock 2-3 months,2024/01/06 07:50:31,43,18
7dfc04fd-c285-4c9c-90e8-4823addbdebc,Bashful Cream Bunny,REALLY BIG,125.0,In Stock,2024/01/06 07:50:31,26,11
7dfc04fd-c285-4c9c-90e8-4823addbdebc,Bashful Cream Bunny,HUGE,80.0,In Stock,2024/01/06 07:50:31,20,8
7dfc04fd-c285-4c9c-90e8-4823addbdebc,Bashful Cream Bunny,LARGE,43.0,In Stock,2024/01/06 07:50:31,14,6
7dfc04fd-c285-4c9c-90e8-4823addbdebc,Bashful Cream Bunny,MEDIUM,28.0,Returning to stock 2-3 months,2024/01/06 07:50:31,12,5
7dfc04fd-c285-4c9c-90e8-4823addbdebc,Bashful Cream Bunny,SMALL,18.0,In Stock,2024/01/06 07:50:31,7,4
7dfc04fd-c285-4c9c-90e8-4823addbdebc,Bashful Cream Bunny,TINY,14.0,Out of stock,2024/01/06 07:50:31,5,2
08f76c86-86c1-4c8e-a0a8-9eb18c215fea,Personalised Rose Dragon Huge,HUGE,126.0,In Stock,2024/01/06 07:50:35,7,26
f6c05c7e-f048-4e6b-86c7-a6a68d9c9c75,Personalised Bashful Pink Bunny Soother,ONE SIZE,31.0,In Stock,2024/01/06 07:50:37,13,13
47145447-60f0-4e95-b93c-4bac61f1cf2f,Rory Le Courageux Petit Lion & Fuddlewuddle Lion,MEDIUM,45.0,In Stock,2024/01/06 07:50:38,,
0ad4dda8-12d9-4833-9010-c4ff0c1bdf48,All Kinds of Cats Book and Jellycat Jack,MEDIUM,60.0,In Stock,2024/01/06 07:50:40,,
e375c4ab-225d-4ae2-806b-7ee853ea657b,Lottie Fairy Bunny Book and Lottie Bunny Fairy,ONE SIZE,47.5,In Stock,2024/01/06 07:50:42,,
f7500975-3c52-4e28-b7d9-9cdfdf496829,Lapin Timide Veille Sur Tes Nuits & Bashful Cottontail Bunny,MEDIUM,43.0,In Stock,2024/01/06 07:50:43,,
6d5f2d4c-d3f5-443d-90bf-f3e8edde8fca,Merry Mouse Book and Merry Mouse,ONE SIZE,42.5,In Stock,2024/01/06 07:50:45,,
4544a20c-6a79-4aa3-9ba7-6f026a89e2ff,Lapin Timide Veut Grandir & Bashful Cream Bunny,MEDIUM,43.0,In Stock,2024/01/06 07:50:47,,
d071f3f9-f684-4a5a-b7be-abd807eb724d,Festival Dragon,ONE SIZE,55.0,Returning to stock next week,2024/01/06 07:50:48,4,17
8818d9b7-320c-4f35-897d-6a912482f7e3,Archie Dinosaur,ONE SIZE,35.0,More on the way,2024/01/06 07:50:50,9,6
45b09a79-52ee-45b2-ae91-ddd07c0e5223,Bashful Grey Kitty,MEDIUM,28.0,More on the way,2024/01/06 07:50:51,12,5
a540455c-7eda-4b28-97f0-9d3e88068491,If I Were a Bunny Board Book,ONE SIZE,13.5,Returning to stock 2-3 months,2024/01/06 07:50:54,6,6
81ff5145-2acd-462d-b197-78ca4c435877,Blossom Beige Bunny Bag Charm,ONE SIZE,23.0,More on the way,2024/01/06 07:50:56,7,2
e9ec16b1-7a5d-4034-b7b9-527fdf809ff8,Blossom Blush Bunny Bag Charm,ONE SIZE,23.0,More on the way,2024/01/06 07:50:57,7,2
20d0a163-2a9e-4f6f-a050-5f0fc501f00b,Blossom Jasmine Bunny Bag Charm,ONE SIZE,23.0,More on the way,2024/01/06 07:50:59,7,2
3aa745f6-1068-4ae4-a45c-ad78dbd6ddca,Backpack Panda,ONE SIZE,30.0,More on the way,2024/01/06 07:51:00,9,4
1cda9a04-b098-4a05-8d52-c6efe1d3b8bf,Caboodle Puppy,ONE SIZE,20.0,More on the way,2024/01/06 07:51:02,4,4
4293a418-a84e-48d1-a72b-8de7b4c5f5fb,Carissa Persian Cat,ONE SIZE,45.0,Returning to stock 2-3 months,2024/01/06 07:51:04,10,10
eb64980e-058e-4f8f-88db-7aa2f9be54bd,Clyde Capybara,ONE SIZE,43.0,Out of stock,2024/01/06 07:51:05,8,9
bfcd2410-616c-4d6a-96f7-3c27666ee0c8,Dara Giraffe,ONE SIZE,75.0,More on the way,2024/01/06 07:51:07,22,7
89ce66fa-7091-4e9c-8191-fe40bc522a3b,Dario Donkey,ONE SIZE,60.0,More on the way,2024/01/06 07:51:09,14,7
aa2c8583-29d8-4459-a2f7-6fc30b568200,Fuddlewuddle Ginger Cat,MEDIUM,30.0,More on the way,2024/01/06 07:51:10,9,5
6d2be732-416c-4e44-8db4-fc72c9598a08,Gordy Guinea Pig,ONE SIZE,30.0,More on the way,2024/01/06 07:51:12,8,6
397449bf-0778-4b28-bf6a-be061396d4e7,Huddles Kangaroo,ONE SIZE,45.0,Returning to stock 2-3 months,2024/01/06 07:51:13,10,6
